iter	Logloss
320	0.2248855251
321	0.2247588975
322	0.2246528922
323	0.2246043053
324	0.2245691335
325	0.2245030398
326	0.2244523858
327	0.2243405833
328	0.2243142311
329	0.224267183
330	0.2242242629
331	0.2241591664
332	0.2241005121
333	0.2240381606
334	0.2239821157
335	0.2239333741
336	0.223846603
337	0.2237937481
338	0.2236904323
339	0.2236166394
340	0.2235685271
341	0.2235147203
342	0.2234485081
343	0.2233805188
344	0.2233649353
345	0.2233309821
346	0.2232661504
347	0.223214566
348	0.2231822254
349	0.2231165326
350	0.2230521441
351	0.2229398611
352	0.2228741385
353	0.2228282146
354	0.2227650225
355	0.2227268528
356	0.2226758734
357	0.2225886861
358	0.2225287653
359	0.2224884436
360	0.2224583943
361	0.2224345701
362	0.222371925
363	0.2223081839
364	0.2222763177
365	0.2221921948
366	0.2221316137
367	0.22210837
368	0.2220096268
369	0.2219541358
370	0.2218266143
371	0.2218126636
372	0.2217763335
373	0.2216816171
374	0.2216408228
375	0.2216024356
376	0.2215487993
377	0.2214569932
378	0.2213269399
379	0.2212860004
380	0.2212584651
381	0.221191409
382	0.2211499241
383	0.2210963109
384	0.2210709065
385	0.2210416588
386	0.220978108
387	0.2209044722
388	0.2208284972
389	0.2207648891
390	0.2206758271
391	0.2206295897
392	0.2206102491
393	0.220565886
394	0.2204972251
395	0.2204614562
396	0.2204299094
397	0.2203801803
398	0.2203313588
399	0.2202262568
400	0.2201992591
401	0.2200935501
402	0.2200354173
403	0.2200092857
404	0.2198910505
405	0.2198191527
406	0.2197616439
407	0.2196509803
408	0.219609276
409	0.219572525
410	0.2194869076
411	0.2194491067
412	0.2193523052
413	0.2193024191
414	0.2192391344
415	0.219152236
416	0.219131285
417	0.2190311344
418	0.2189817839
419	0.2189640108
420	0.2189288674
421	0.218876882
422	0.2188279011
423	0.2187315723
424	0.2186548673
425	0.2185813444
426	0.218498094
427	0.2184239327
428	0.2183317225
429	0.2182955525
430	0.2182262531
431	0.2181730673
432	0.2181053776
433	0.2180617811
434	0.2180060785
435	0.2179344172
436	0.217868967
437	0.2177785846
438	0.2177332537
439	0.2176959234
440	0.217651005
441	0.2175754075
442	0.2175421788
443	0.2174810842
444	0.2173840755
445	0.2173226615
446	0.2172399803
447	0.2171909046
448	0.2171486721
449	0.217077133
450	0.2170097097
451	0.216957458
452	0.2168670722
453	0.2168025834
454	0.2167323563
455	0.2166704095
456	0.2166455587
457	0.2165971168
458	0.2164929069
459	0.2164133328
460	0.2164007483
461	0.2163517276
462	0.2163062062
463	0.2162002654
464	0.2161361569
465	0.2160739167
466	0.2159864977
467	0.2159228569
468	0.2159040654
469	0.2158250368
470	0.2157777868
471	0.2157482118
472	0.2156916619
473	0.2156399307
474	0.2155493216
475	0.2154631165
476	0.2154015845
477	0.2153563201
478	0.2152474999
479	0.2152069863
480	0.2151637457
481	0.2150984048
482	0.2150721224
483	0.2150635288
484	0.2150485951
485	0.2149828745
486	0.2149148865
487	0.2148878017
488	0.2148089664
489	0.2147323803
490	0.2146647225
491	0.2145886463
492	0.2145402276
493	0.21447822
494	0.2144100026
495	0.2143646843
496	0.2142662088
497	0.2141566747
498	0.2141001825
499	0.214052436
500	0.213972139
501	0.2139458734
502	0.213891678
503	0.2138327167
504	0.2137716723
505	0.2137209878
506	0.2136600928
507	0.2135703124
508	0.2135092712
509	0.2134624213
510	0.213400314
511	0.2132795529
512	0.213213406
513	0.2131304619
514	0.2130477888
515	0.213017537
516	0.2129391025
517	0.2128661134
518	0.2128017152
519	0.2127311513
520	0.2126939276
521	0.2125877634
522	0.2125036553
523	0.212449415
524	0.2124023116
525	0.2123558998
526	0.2122521263
527	0.2122031598
528	0.2121333886
529	0.212091897
530	0.2120551415
531	0.2120243456
532	0.2119348737
533	0.2118598226
534	0.2118152673
535	0.211741729
536	0.2116700305
537	0.2115953435
538	0.2115130379
539	0.2114496681
540	0.2114128524
541	0.21133003
542	0.2113111308
543	0.2112796634
544	0.2112503544
545	0.2112077128
546	0.2111474583
547	0.2110845098
548	0.2110415925
549	0.2109722544
550	0.2109255804
551	0.2108673691
552	0.2108164931
553	0.2107799825
554	0.2107421344
555	0.2107066349
556	0.2106372245
557	0.2105827975
558	0.2104875589
559	0.2104192797
560	0.2102801291
561	0.2102173865
562	0.2101853621
563	0.2101511752
564	0.2100420786
565	0.2099787149
566	0.2099109608
567	0.2098251617
568	0.2097714741
569	0.2096940047
570	0.2096329374
571	0.2096076874
572	0.2095495894
573	0.2094336342
574	0.2094040141
575	0.2093565435
576	0.2093059367
577	0.2092184204
578	0.2091041009
579	0.209049396
580	0.209000301
581	0.2089485372
582	0.2088968564
583	0.2088562057
584	0.2087435027
585	0.2086400919
586	0.2085167861
587	0.2084773028
588	0.2084652937
589	0.208360815
590	0.2082917498
591	0.208256809
592	0.2082228625
593	0.2081730726
594	0.2081297843
595	0.208116054
596	0.2080667231
597	0.208021758
598	0.2079292119
599	0.2078415965
600	0.2077862099
601	0.2077432413
602	0.2077157584
603	0.2076466861
604	0.2075402703
605	0.2074799049
606	0.2074153916
607	0.2073653969
608	0.2072768666
609	0.2072315349
610	0.2071854485
611	0.2071457284
612	0.2070559183
613	0.2069513211
614	0.2068801889
615	0.206825593
616	0.2067865875
617	0.2067326107
618	0.206685188
619	0.2066411863
620	0.2065896574
621	0.2064854745
622	0.2064702771
623	0.2064192806
624	0.2063521059
625	0.206263736
626	0.2061791941
627	0.2061049977
628	0.2060652738
629	0.2060307084
630	0.2059431331
631	0.2058912627
632	0.2058616633
633	0.2057694007
634	0.2057322268
635	0.2056392074
636	0.2055964811
637	0.2055609879
638	0.2054811078
639	0.2054558696
640	0.2054286651
641	0.2053720296
642	0.2053348067
643	0.2052666707
644	0.2052253056
645	0.2051359876
646	0.2050973286
647	0.2050589286
648	0.2050104275
649	0.2049539286
650	0.2049153233
651	0.2048744795
652	0.2048503157
653	0.2048024132
654	0.2047759087
655	0.2047271576
656	0.2046395709
657	0.204590375
658	0.2045199114
659	0.2044988102
660	0.2044391126
661	0.2043870288
662	0.2043058641
663	0.2042145162
664	0.2041416999
665	0.2040985554
666	0.2040525735
667	0.2040003471
668	0.203930862
669	0.2038772649
670	0.2038257487
671	0.2037275422
672	0.2036383266
673	0.2035572955
674	0.2035060499
675	0.203439243
676	0.2033946388
677	0.2033700841
678	0.2032812328
679	0.2031687312
680	0.2030970851
681	0.203036086
682	0.2029909602
683	0.2029121235
684	0.2028553602
685	0.2027899584
686	0.202716908
687	0.2026899059
688	0.2026313162
689	0.2025533711
690	0.2024839123
691	0.2024307273
692	0.2023558976
693	0.2022802596
694	0.2022480221
695	0.2021751963
696	0.2020729451
697	0.2020210352
698	0.2019773464
699	0.2018824209
700	0.2017662195
701	0.2016797802
702	0.2016123617
703	0.2015653084
704	0.2015037766
705	0.201444675
706	0.2013273295
707	0.201267259
708	0.2012320795
709	0.2011733407
710	0.2011212169
711	0.2010835125
712	0.2010269919
713	0.2009516871
714	0.2009025001
715	0.200824848
716	0.2007803709
717	0.2007429861
718	0.2006946162
719	0.2006452865
720	0.2005956964
721	0.2005209629
722	0.2004617774
723	0.2004403728
724	0.2003495017
725	0.2003110138
726	0.2001959212
727	0.2001468429
728	0.2000938175
729	0.2000323371
730	0.1999777778
731	0.1998695186
732	0.1998221789
733	0.1997168422
734	0.1996471109
735	0.1995792576
736	0.1995189468
737	0.1994861644
738	0.1994329547
739	0.1994000948
740	0.1993411275
741	0.1992930995
742	0.1992195803
743	0.1991795218
744	0.1991595105
745	0.1991109218
746	0.1990296873
747	0.1989787801
748	0.1988983388
749	0.1988134283
750	0.1987301991
751	0.1987007707
752	0.198652452
753	0.1985767743
754	0.198513479
755	0.1984287499
756	0.1983736605
757	0.1983204411
758	0.1982334801
759	0.1981733396
760	0.1981304899
761	0.1980267973
762	0.1979422331
763	0.1978765568
764	0.1978023229
765	0.1977130557
766	0.1976858176
767	0.1975891769
768	0.1975221254
769	0.197433496
770	0.1973874068
771	0.197249227
772	0.1972125531
773	0.1971167607
774	0.1970177569
775	0.1969993063
776	0.1968908554
777	0.1968250217
778	0.1967317816
779	0.1966095385
780	0.1965448896
781	0.1964989757
782	0.1963688232
783	0.1963317838
784	0.1962360734
785	0.1961313148
786	0.1960315463
787	0.1959771828
788	0.1959253569
789	0.1958246871
790	0.1957356954
791	0.1956784085
792	0.1956124078
793	0.1955534226
794	0.1955088267
795	0.1954509311
796	0.1953489771
797	0.1952654342
798	0.1951982777
799	0.1951364637
800	0.1950488756
801	0.1949621199
802	0.1948775348
803	0.1948432921
804	0.1947547743
805	0.1946867375
806	0.1946231278
807	0.1945575435
808	0.1944888521
809	0.1943931171
810	0.1942930153
811	0.1941921872
812	0.1941309761
813	0.1940669198
814	0.1939683923
815	0.1938976281
816	0.193850018
817	0.1937837652
818	0.1936770508
819	0.1936330972
820	0.1935154872
821	0.1934559572
822	0.1933992316
823	0.1933502811
824	0.1932958931
825	0.1931870345
826	0.1931403255
827	0.1930956722
828	0.1930492792
829	0.1929834015
830	0.1929168555
831	0.1927994319
832	0.1926487524
833	0.1925458956
834	0.1925184996
835	0.1924757819
836	0.192440905
837	0.1923586035
838	0.1922728107
839	0.1922370483
840	0.1921976187
841	0.192166985
842	0.1921437354
843	0.1921319693
844	0.1920161908
845	0.1919269093
846	0.1918147401
847	0.1917959218
848	0.1917136878
849	0.1916627927
850	0.1915765689
851	0.1914910419
852	0.1914421521
853	0.1913704769
854	0.1912174928
855	0.1911590586
856	0.1911183691
857	0.191033293
858	0.1909546945
859	0.1909066757
860	0.1908258544
861	0.1907914889
862	0.1907558504
863	0.1907004917
864	0.1906071806
865	0.1905515242
866	0.1904983276
867	0.1904419871
868	0.1903746364
869	0.1902682992
870	0.1902190227
871	0.1901473179
872	0.1901099881
873	0.1900745065
874	0.1900217719
875	0.189996212
876	0.1899653494
877	0.1898963357
878	0.189797331
879	0.1897601043
880	0.1896560335
881	0.1896379198
882	0.189552349
883	0.1894565373
884	0.1894254493
885	0.1893780031
886	0.1892658654
887	0.1892314459
888	0.1891931208
889	0.189083876
890	0.1890320099
891	0.188962249
892	0.1888644004
893	0.1887866028
894	0.1886831766
895	0.1886370255
896	0.188547785
897	0.1885075437
898	0.1884678412
899	0.188396682
900	0.1883496919
901	0.1883007072
902	0.18825069
903	0.1882430894
904	0.1881584801
905	0.1880365523
906	0.1879723712
907	0.1878928824
908	0.1878201803
909	0.1877623653
910	0.1876952293
911	0.1876337796
912	0.1875221316
913	0.187455857
914	0.1873505233
915	0.1872245707
916	0.1871400393
917	0.1870360329
918	0.1869565266
919	0.186889097
920	0.1868175568
921	0.1867381603
922	0.1866767234
923	0.1865750327
924	0.1865042285
925	0.1864789747
926	0.1863902666
927	0.1863200832
928	0.1862773313
929	0.1862374747
930	0.1861358565
931	0.1860848224
932	0.1860073171
933	0.1859458259
934	0.1858808423
935	0.1858379238
936	0.1857623625
937	0.1857156695
938	0.1856585834
939	0.1856386453
940	0.1855683895
941	0.1854888791
942	0.1854340489
943	0.1853350695
944	0.1852706608
945	0.185214438
946	0.185156153
947	0.1850501415
948	0.1850043362
949	0.1849281254
950	0.1848300839
951	0.1847702244
952	0.1847177939
953	0.184686175
954	0.184638457
955	0.1845980949
956	0.1845296563
957	0.1844243266
958	0.1843300436
959	0.1842502076
960	0.1841425102
961	0.1840998061
962	0.1840815935
963	0.1839685204
964	0.183912056
965	0.1838473675
966	0.1838103331
967	0.1837758554
968	0.1837361291
969	0.1835970252
970	0.1835671514
971	0.1835293202
972	0.1834980786
973	0.1834327433
974	0.1833854477
975	0.1832933778
976	0.1832500739
977	0.1831811681
978	0.1831415529
979	0.1830999128
980	0.1830507968
981	0.1830100981
982	0.182943176
983	0.1828993117
984	0.1828156362
985	0.1827130832
986	0.1826097178
987	0.1825947269
988	0.1825536197
989	0.1825009442
990	0.1824702296
991	0.1824447957
992	0.1823802597
993	0.1823257885
994	0.1822963669
995	0.1822195054
996	0.1821278275
997	0.1820859379
998	0.1820406177
999	0.1819906047
